iter	Logloss
649	0.2721528625
650	0.2718862915
651	0.2715846062
652	0.2714131737
653	0.2711238861
654	0.2709295273
655	0.27059618
656	0.2703829193
657	0.2701360321
658	0.2699998474
659	0.2697103119
660	0.2695144272
661	0.2693351746
662	0.2690719604
663	0.2688975906
664	0.2687964439
665	0.2686445618
666	0.2684012222
667	0.2681621361
668	0.2679866791
669	0.267817421
670	0.2676689911
671	0.2674937439
672	0.267415123
673	0.2670149231
674	0.2668001366
675	0.2665022278
676	0.2662532806
677	0.2660226822
678	0.2657823563
679	0.2655652046
680	0.2654041862
681	0.2651511002
682	0.2649698639
683	0.2647488976
684	0.2644778442
685	0.2643054581
686	0.2641334915
687	0.2638424683
688	0.2635958481
689	0.2633029938
690	0.2630330276
691	0.2628774261
692	0.2627595329
693	0.2625320816
694	0.2623044586
695	0.2621029854
696	0.2618889809
697	0.2616688156
698	0.2614178467
699	0.261123085
700	0.260901947
701	0.2605627251
702	0.2602034378
703	0.2598252487
704	0.2595147324
705	0.2593908501
706	0.2592671585
707	0.2589619827
708	0.2587942505
709	0.2586165237
710	0.2583918953
711	0.258201828
712	0.2579137611
713	0.2576783752
714	0.2573338699
715	0.2571533203
716	0.2568869209
717	0.2568039703
718	0.2565015411
719	0.2562324905
720	0.2558797455
721	0.2556747437
722	0.2554616165
723	0.2552869415
724	0.255147419
725	0.2549642372
726	0.2546139526
727	0.2543834305
728	0.2541235733
729	0.2539060783
730	0.2535294724
731	0.2532219505
732	0.2529452896
733	0.2527673912
734	0.2526155853
735	0.2523868561
736	0.2521102715
737	0.2519278336
738	0.2516059875
739	0.2512964439
740	0.2509429932
741	0.250763855
742	0.250486145
743	0.2503197098
744	0.2500310516
745	0.249718914
746	0.2495027161
747	0.2492836761
748	0.2489974213
749	0.2488327789
750	0.2485504913
751	0.2483481598
752	0.2481239128
753	0.2479524994
754	0.2476896858
755	0.2474621964
756	0.2471695518
757	0.2470124626
758	0.246885643
759	0.2466926956
760	0.2463915253
761	0.2461278152
762	0.2458787918
763	0.2455876923
764	0.2453111649
765	0.245048008
766	0.2447955704
767	0.2444585419
768	0.2442310333
769	0.2440991592
770	0.2437970352
771	0.2435332489
772	0.2432624435
773	0.2431027985
774	0.2428078842
775	0.2425452232
776	0.2423968506
777	0.2421083069
778	0.241887989
779	0.2416993713
780	0.2414541245
781	0.2412633514
782	0.2410558701
783	0.2408713341
784	0.2406209755
785	0.2403808975
786	0.2401925278
787	0.2400098801
788	0.239891777
789	0.2396750259
790	0.2393040085
791	0.2390614319
792	0.2387759781
793	0.2385528755
794	0.2383691788
795	0.2379910469
796	0.2378008842
797	0.2376289368
798	0.2374305916
799	0.2372199249
800	0.2369360161
801	0.2367056274
802	0.2364990234
803	0.2363422775
804	0.2361394882
805	0.2359572601
806	0.2358345985
807	0.2356915474
808	0.2353782463
809	0.2351097679
810	0.2347672081
811	0.2346543312
812	0.2343764496
813	0.234137001
814	0.2338289642
815	0.2336081314
816	0.2333013535
817	0.2329461479
818	0.2327482796
819	0.2325781631
820	0.2324497414
821	0.2322474098
822	0.2320800018
823	0.2318219376
824	0.2316540527
825	0.2315075684
826	0.2312641716
827	0.2310856628
828	0.2308132172
829	0.230566864
830	0.2303500748
831	0.230132618
832	0.2299104309
833	0.2297470093
834	0.2294351768
835	0.2292812347
836	0.2290168381
837	0.228865242
838	0.2286938858
839	0.228425293
840	0.228258667
841	0.227987175
842	0.2275917816
843	0.2273816681
844	0.2271373367
845	0.2269212914
846	0.2267429161
847	0.2265028381
848	0.2263504601
849	0.2260808754
850	0.2258011246
851	0.2255418205
852	0.2252901459
853	0.225011425
854	0.2248369217
855	0.2246858597
856	0.2243793106
857	0.2241991806
858	0.2240642929
859	0.2237902641
860	0.2235671043
861	0.2233468056
862	0.2231237411
863	0.2229338837
864	0.2227573395
865	0.222597084
866	0.2223815536
867	0.2221970749
868	0.2220077324
869	0.221796608
870	0.2214662933
871	0.2213175011
872	0.2210705185
873	0.2209366989
874	0.2207126427
875	0.2205063629
876	0.2203020668
877	0.2201283455
878	0.2199681091
879	0.2197602081
880	0.2196186829
881	0.2194528389
882	0.2192460251
883	0.2191032219
884	0.2187422371
885	0.2185213661
886	0.2183716202
887	0.2181328964
888	0.2179683304
889	0.2177200317
890	0.2174756432
891	0.2173197556
892	0.217229805
893	0.2170754242
894	0.2168265343
895	0.2166023827
896	0.2164280319
897	0.2163005257
898	0.216011219
899	0.2158727074
900	0.2156718063
901	0.2154386902
902	0.2152518082
903	0.215042572
904	0.214839859
905	0.2146500778
906	0.2143777847
907	0.2142646408
908	0.2139484787
909	0.2136983109
910	0.2136127472
911	0.2134508705
912	0.2131554413
913	0.2129693413
914	0.2128014374
915	0.2126041412
916	0.2124442673
917	0.2122612
918	0.2120526695
919	0.2118018341
920	0.2116502762
921	0.2114576912
922	0.2111904144
923	0.2110368156
924	0.2107997322
925	0.2105889511
926	0.2102699089
927	0.2100935745
928	0.209758358
929	0.2094870377
930	0.2092604828
931	0.209073143
932	0.2088864136
933	0.2086922646
934	0.2084534264
935	0.2082474136
936	0.2079945374
937	0.2077584457
938	0.2076641273
939	0.207475605
940	0.207386055
941	0.2071776199
942	0.2070032692
943	0.206812706
944	0.2066853523
945	0.2064785767
946	0.2062928009
947	0.206155014
948	0.2060528755
949	0.2058641434
950	0.2056152153
951	0.2055636597
952	0.2053841782
953	0.205209198
954	0.2049642181
955	0.2047226334
956	0.2044377136
957	0.2041975784
958	0.2039276505
959	0.2036205101
960	0.2034710693
961	0.2033080864
962	0.2030688667
963	0.2028710365
964	0.2026963806
965	0.2024895477
966	0.2022443581
967	0.2020821762
968	0.2018353844
969	0.2015443039
970	0.2013599968
971	0.2011696625
972	0.2009929276
973	0.200762558
974	0.2005833435
975	0.2003989792
976	0.2001864815
977	0.2000305176
978	0.1998466682
979	0.1996549606
980	0.1995289993
981	0.1993816376
982	0.1992455673
983	0.1990867424
984	0.1989200211
985	0.1987480354
986	0.1985574532
987	0.1982809067
988	0.1980032158
989	0.1978313065
990	0.1976342201
991	0.1973888588
992	0.1971888351
993	0.1970619392
994	0.1968990326
995	0.1966166115
996	0.1963412857
997	0.1961850739
998	0.1960302353
999	0.1958441162
