iter	Passed	Remaining
261	567	1599
262	569	1596
263	571	1593
264	573	1590
265	575	1586
266	577	1585
267	579	1583
268	581	1580
269	583	1577
270	585	1575
271	587	1572
272	588	1567
273	590	1564
274	592	1563
275	595	1561
276	597	1558
277	599	1556
278	601	1553
279	603	1551
280	605	1548
281	607	1546
282	609	1544
283	611	1542
284	613	1540
285	615	1537
286	617	1534
287	619	1532
288	621	1529
289	624	1527
290	626	1526
291	628	1524
292	630	1522
293	633	1520
294	635	1517
295	637	1515
296	639	1514
297	642	1513
298	645	1513
299	647	1511
300	650	1510
301	652	1507
302	654	1505
303	656	1503
304	659	1501
305	661	1499
306	663	1496
307	665	1494
308	667	1492
309	669	1489
310	671	1487
311	673	1485
312	676	1483
313	678	1481
314	680	1479
315	682	1476
316	684	1474
317	686	1472
318	688	1470
319	690	1468
320	692	1465
321	695	1463
322	697	1461
323	699	1458
324	701	1456
325	703	1453
326	705	1451
327	707	1449
328	709	1447
329	711	1444
330	713	1441
331	715	1439
332	718	1438
333	720	1436
334	723	1435
335	725	1433
336	727	1432
337	730	1430
338	732	1428
339	734	1426
340	737	1425
341	740	1424
342	742	1422
343	744	1419
344	746	1418
345	749	1416
346	752	1415
347	754	1413
348	756	1411
349	759	1409
350	761	1407
351	763	1405
352	765	1402
353	767	1400
354	770	1399
355	772	1397
356	774	1395
357	777	1393
358	779	1391
359	781	1389
360	784	1387
361	786	1386
362	789	1384
363	791	1382
364	793	1379
365	795	1377
366	797	1375
367	799	1373
368	802	1371
369	804	1369
370	806	1367
371	808	1365
372	811	1363
373	813	1361
374	815	1359
375	817	1356
376	819	1354
377	822	1353
378	824	1351
379	826	1348
380	828	1346
381	830	1344
382	832	1341
383	835	1339
384	837	1337
385	839	1335
386	841	1333
387	843	1331
388	846	1328
389	848	1326
390	850	1325
391	852	1322
392	855	1320
393	857	1318
394	859	1315
395	861	1313
396	863	1311
397	865	1309
398	867	1307
399	869	1304
400	871	1302
401	874	1300
402	876	1297
403	878	1295
404	880	1293
405	882	1291
406	884	1289
407	886	1286
408	888	1284
409	891	1282
410	893	1279
411	895	1277
412	897	1275
413	899	1273
414	901	1271
415	904	1269
416	906	1266
417	908	1264
418	910	1262
419	912	1259
420	915	1258
421	917	1256
422	920	1255
423	922	1253
424	924	1250
425	926	1248
426	928	1246
427	930	1244
428	932	1241
429	934	1239
430	936	1236
431	938	1234
432	940	1232
433	943	1230
434	946	1228
435	948	1226
436	950	1224
437	952	1222
438	955	1220
439	957	1218
440	960	1216
441	962	1215
442	965	1213
443	967	1211
444	969	1208
445	971	1207
446	974	1205
447	976	1202
448	978	1200
449	980	1198
450	982	1196
451	984	1193
452	986	1191
453	988	1188
454	990	1186
455	992	1184
456	994	1182
457	996	1179
458	998	1177
459	1000	1174
460	1002	1172
461	1004	1170
462	1006	1167
463	1009	1166
464	1011	1164
465	1013	1161
466	1015	1159
467	1018	1157
468	1020	1155
469	1022	1152
470	1024	1150
471	1026	1147
472	1028	1145
473	1030	1143
474	1032	1141
475	1034	1138
476	1036	1136
477	1038	1134
478	1040	1132
479	1043	1129
480	1045	1127
481	1047	1125
482	1049	1123
483	1052	1121
484	1054	1119
485	1056	1117
486	1059	1115
487	1061	1113
488	1063	1111
489	1065	1109
490	1067	1106
491	1069	1104
492	1071	1102
493	1073	1100
494	1076	1098
495	1078	1095
496	1080	1093
497	1082	1091
498	1085	1089
499	1087	1087
500	1089	1084
501	1091	1082
502	1093	1080
503	1095	1078
504	1097	1075
505	1099	1073
506	1101	1071
507	1103	1069
508	1106	1067
509	1108	1064
510	1110	1062
511	1112	1060
512	1114	1058
513	1116	1055
514	1118	1053
515	1121	1051
516	1123	1049
517	1125	1047
518	1127	1045
519	1129	1042
520	1131	1040
521	1133	1038
522	1135	1036
523	1138	1033
524	1140	1031
525	1142	1029
526	1144	1026
527	1146	1024
528	1148	1022
529	1150	1020
530	1152	1018
531	1154	1016
532	1156	1013
533	1158	1011
534	1161	1009
535	1163	1006
536	1165	1004
537	1167	1002
538	1169	1000
539	1171	998
540	1173	995
541	1175	993
542	1177	991
543	1179	989
544	1182	987
545	1185	985
546	1188	983
547	1190	981
548	1192	979
549	1195	977
550	1197	975
551	1200	974
552	1202	972
553	1204	970
554	1207	968
555	1210	966
556	1212	964
557	1214	962
558	1217	960
559	1219	958
560	1222	956
561	1224	954
562	1226	951
563	1227	949
564	1229	946
565	1232	944
566	1234	942
567	1236	940
568	1239	938
569	1241	936
570	1243	934
571	1245	932
572	1248	930
573	1250	928
574	1252	926
575	1255	923
576	1257	922
577	1260	919
578	1262	917
579	1264	915
580	1266	913
581	1269	911
582	1271	909
583	1273	907
584	1275	904
585	1277	902
586	1280	900
587	1282	898
588	1284	896
589	1287	894
590	1289	892
591	1291	890
592	1293	887
593	1296	885
594	1298	883
595	1300	881
596	1302	879
597	1304	877
598	1306	874
599	1308	872
600	1311	870
601	1313	868
602	1315	866
603	1317	863
604	1320	861
605	1322	859
606	1324	857
607	1327	855
608	1329	853
609	1331	851
610	1333	849
611	1335	846
612	1338	844
613	1340	842
614	1342	840
615	1344	837
616	1346	835
617	1348	833
618	1350	831
619	1352	829
620	1355	826
621	1356	824
622	1359	822
623	1361	820
624	1363	818
625	1365	816
626	1367	813
627	1369	811
628	1371	809
629	1373	806
630	1376	804
631	1378	802
632	1380	800
633	1382	798
634	1384	796
635	1386	793
636	1388	791
637	1390	789
638	1393	787
639	1395	785
640	1398	783
641	1400	780
642	1402	778
643	1404	776
644	1406	774
645	1409	772
646	1411	770
647	1413	768
648	1416	765
649	1418	763
650	1420	761
651	1422	759
652	1424	757
653	1427	754
654	1429	752
655	1430	750
656	1433	748
657	1435	745
658	1437	743
659	1439	741
660	1441	739
661	1443	737
662	1445	734
663	1448	732
664	1450	730
665	1452	728
666	1454	725
667	1456	724
668	1459	722
669	1462	720
670	1464	718
671	1467	716
672	1471	715
673	1474	713
674	1477	711
675	1480	709
676	1483	707
677	1486	706
678	1490	704
679	1493	702
680	1495	700
681	1498	698
682	1501	696
683	1504	694
684	1506	692
685	1509	690
686	1511	688
687	1513	686
688	1516	684
689	1520	683
690	1523	681
691	1527	679
692	1530	678
693	1534	676
694	1537	674
695	1540	672
696	1543	671
697	1546	669
698	1550	667
699	1553	665
700	1556	664
701	1559	661
702	1562	660
703	1565	658
704	1569	656
705	1572	654
706	1575	653
707	1578	651
708	1581	649
709	1584	647
710	1587	645
711	1589	643
712	1592	640
713	1595	638
714	1598	637
715	1601	635
716	1603	632
717	1606	631
718	1609	629
719	1612	627
720	1614	624
721	1617	622
722	1619	620
723	1621	618
724	1623	615
725	1625	613
726	1627	611
727	1630	609
728	1632	606
729	1634	604
730	1637	602
731	1638	600
732	1640	597
733	1642	595
734	1645	593
735	1647	590
736	1649	588
737	1651	586
738	1653	584
739	1655	581
740	1657	579
741	1659	577
742	1662	574
743	1664	572
744	1666	570
745	1668	568
746	1670	565
747	1672	563
748	1674	561
749	1676	558
750	1679	556
751	1681	554
752	1683	552
753	1686	550
754	1688	547
755	1690	545
756	1692	543
757	1695	541
758	1697	538
759	1699	536
760	1701	534
761	1703	531
762	1705	529
763	1707	527
764	1709	525
765	1711	522
766	1714	520
767	1716	518
768	1718	516
769	1720	513
770	1722	511
771	1724	509
772	1727	507
773	1729	504
774	1731	502
775	1733	500
776	1735	498
777	1737	495
778	1740	493
779	1742	491
780	1745	489
781	1747	487
782	1749	484
783	1752	482
784	1754	480
785	1756	478
786	1758	476
787	1760	473
788	1763	471
789	1765	469
790	1767	466
791	1769	464
792	1771	462
793	1773	460
794	1775	457
795	1777	455
796	1779	453
797	1781	451
798	1784	448
799	1785	446
800	1788	444
801	1790	442
802	1792	439
803	1794	437
804	1796	435
805	1798	432
806	1800	430
807	1802	428
808	1805	426
809	1807	423
810	1809	421
811	1811	419
812	1813	417
813	1815	414
814	1817	412
815	1819	410
816	1821	408
817	1824	405
818	1825	403
819	1828	401
820	1830	399
821	1832	396
822	1834	394
823	1836	392
824	1839	390
825	1841	387
826	1843	385
827	1845	383
828	1847	381
829	1849	378
830	1851	376
831	1854	374
832	1856	372
833	1858	369
834	1860	367
835	1862	365
836	1864	363
837	1866	360
838	1868	358
839	1871	356
840	1873	354
841	1875	351
842	1877	349
843	1879	347
844	1882	345
845	1884	343
846	1887	340
847	1889	338
848	1891	336
849	1893	334
850	1896	331
851	1898	329
852	1900	327
853	1902	325
854	1904	323
855	1906	320
856	1908	318
857	1911	316
858	1913	314
859	1915	311
860	1917	309
861	1919	307
862	1921	305
863	1923	302
864	1925	300
865	1927	298
866	1929	296
867	1932	293
868	1934	291
869	1936	289
870	1938	287
871	1940	284
872	1942	282
873	1944	280
874	1947	278
875	1949	275
876	1951	273
877	1953	271
878	1955	269
879	1957	266
880	1959	264
881	1962	262
882	1964	260
883	1966	258
884	1969	255
885	1971	253
886	1973	251
887	1975	249
888	1977	246
889	1979	244
890	1982	242
891	1984	240
892	1986	238
893	1988	235
894	1990	233
895	1992	231
896	1994	229
897	1997	226
898	1999	224
899	2001	222
900	2003	220
901	2005	217
902	2007	215
903	2009	213
904	2011	211
905	2013	208
906	2016	206
907	2018	204
908	2021	202
909	2023	200
910	2026	197
911	2028	195
912	2030	193
913	2033	191
914	2035	189
915	2037	186
916	2039	184
917	2041	182
918	2043	180
919	2045	177
920	2048	175
921	2050	173
922	2052	171
923	2054	168
924	2056	166
925	2058	164
926	2061	162
927	2063	160
928	2065	157
929	2067	155
930	2069	153
931	2071	151
932	2073	148
933	2076	146
934	2078	144
935	2080	142
936	2083	140
937	2085	137
938	2087	135
939	2089	133
940	2091	131
941	2093	128
942	2095	126
943	2097	124
944	2099	122
945	2101	119
946	2103	117
947	2106	115
948	2108	113
949	2110	111
950	2112	108
951	2114	106
952	2116	104
953	2118	102
954	2120	99
955	2122	97
956	2125	95
957	2127	93
958	2129	91
959	2131	88
960	2133	86
961	2135	84
962	2137	82
963	2139	79
964	2142	77
965	2144	75
966	2146	73
967	2148	71
968	2150	68
969	2153	66
970	2155	64
971	2158	62
972	2160	59
973	2163	57
974	2165	55
975	2167	53
976	2169	51
977	2171	48
978	2173	46
979	2176	44
980	2178	42
981	2180	39
982	2182	37
983	2184	35
984	2186	33
985	2188	31
986	2191	28
987	2193	26
988	2195	24
989	2197	22
990	2199	19
991	2201	17
992	2203	15
993	2205	13
994	2208	11
995	2210	8
996	2212	6
997	2214	4
998	2216	2
999	2218	0
